9;{2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4};{0, 1, 9, 34, 66, 55, 1}
10;{2, 2, 2, 2, 2, 2, 2, 2, 2, 16, 2, 2};{0, 1, 10, 43, 100, 121, 32}
11;{2, 2, 2, 2, 2, 2, 2, 2, 2, 14, 2, 2, 2};{0, 1, 11, 53, 143, 221, 144, 1}
12;{2, 2, 2, 2, 2, 2, 2, 2, 2, 47, 2, 2, 2, 2};{0, 1, 12, 64, 196, 364, 364, 64}
13;{2, 2, 2, 2, 2, 2, 2, 2, 2, 9, 2, 2, 2, 2, 2};{0, 1, 13, 76, 260, 560, 728, 377, 1}
14;{2, 2, 2, 2, 2, 2, 2, 2, 2, 6, 2, 2, 2, 2, 2, 2};{0, 1, 14, 89, 336, 820, 1288, 1093, 128}
15;{2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2};{0, 1, 15, 103, 425, 1156, 2108, 2380, 987, 1}
16;{2, 2, 2, 2, 2, 2, 2, 2, 2, 555, 2, 2, 2, 2, 2, 2, 2, 2};{0, 1, 16, 118, 528, 1581, 3264, 4488, 3280, 256}
